Learning_rate,128,256,512,1024
0.0001,1.064080745411758,1.0826806829015816,1.1088676904534827,1.1400425612719622
0.0005,1.0383857301336956,1.0325781621281416,1.0362302570740054,1.0375062000135364
0.001,1.0534986223737763,1.0475627291339846,1.047443975438949,1.0466219468089881
0.005,1.0988763835899573,1.1083385837879918,1.1117444054866201,1.1312188349693513
